ESTU;REGISTRO;ID_CIS;MODE;FECHAINI;HORAINI;FECHAFIN;HORAFIN;DURACION;IDSCREEN;CCAA;PROV;MUN;TAMUNI;NACIONALIDAD;PAIS_NACIONALIDAD;SEXO;BIRTH;MES_NACIMIENTO;DECADA;URBRURAL;INTERNET;QTIME_1;QTIME_2;QTIME_3;INTERNETHH;INTERNETMM;HORA_INCIO_V;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61_1;V61_2;V61_3;V61B;V62;HORA_FIN_VISSP;UNION_1;INTPOL;LEFT_RIGHT;IDEOL_CATEG_1;IDEOL_CATEG_2;C_SATISFVIDA_24;LUGAR_NAC;PROV_NAC;PAIS_NACIMIENTO;YEAR_ARRIVAL;F_BORN;F_BORN1;M_BORN;M_BORN1;FATH_WORK;FATH_ISCO08;FATH_NAT_DEGR;MOTH_WORK;MOTH_ISCO08;MOTH_NAT_DEGR;GENDER_ID;ORIENTAC_SEXUAL;NAT_DEGR;EDUCYRS;REPETICION;EDAD_REPETICION;TIPO_COLEGIO;TIPO_COLEGIO_2;WORK_1;C_SATISFTRABAJO;WRKHRS;EMPREL;WRKSUP;NSUP;TYPORG1;ISCO08;NACE_2;MAINSTAT_M_1;MAINSTAT_M_2;MAINSTAT_M_3;MAINSTAT_M_4;MAINSTAT_M_5;MAINSTAT_M_6;MAINSTAT_M_7;MAINSTAT_M_8;MAINSTAT_M_9;MAINSTAT_M;MAINSTAT;PARTLIV;SPNAT_DEGR;SPWORK;SPWRKHRS;SPEMPREL;SPWRKSUP;SPISCO08;SPNACE_2;SPMAINST_M_1;SPMAINST_M_2;SPMAINST_M_3;SPMAINST_M_4;SPMAINST_M_5;SPMAINST_M_6;SPMAINST_M_7;SPMAINST_M_8;SPMAINST_M_9;SPMAINST_M;SPMAINST;MARITAL;NBCHLD_LS18_1;NBCHLD_LS18_2;NBCHLD_GT18_1;NBCHLD_GT18_2;CHILD_D;NAT_RELIG;ATTEND;TOPBOT;TOPBOT_PADRES;TOPBOT_HIJOS;MERIT;VOTE_LE;NAT_PRTY;NAT_ETHN_1;NAT_ETHN_2;HOMPOP_TOT;HMP_SB_1;HMP_SB_2;HMP_SB_3;HMP_SB_4;HMP_SB_5;HMP_SB_6;HMP_SB_7;HMP_SB_8;HMP_SB_9;HMP_SB_10;HMP_GD_1;HMP_GD_2;HMP_GD_3;HMP_GD_4;HMP_GD_5;HMP_GD_6;HMP_GD_7;HMP_GD_8;HMP_GD_9;HMP_GD_10;HMP_YR_1;HMP_YR_2;HMP_YR_3;HMP_YR_4;HMP_YR_5;HMP_YR_6;HMP_YR_7;HMP_YR_8;HMP_YR_9;HMP_YR_10;NAT_INC;NAT_RINC;DIFICULT_ECO;HORA_FINC;ENC1;ENC2;ENC2A_1;ENC2A_2;ENC3;ENC3A_CAWI_1;ENC3A_CAWI_2;ENC3A_CAWI_3;ENC3A_CAWI_4;ENC3A_CAWI_5;ENC3A_CAWI_96;ENC3A_CAWI_99;ENC3A_PAPEL_1;ENC3A_PAPEL_2;ENC3A_PAPEL_3;ENC3A_PAPEL_4;ENC3A_PAPEL_5;ENC3A_PAPEL_96;ENC3A_PAPEL_99;ENC4;ENC5;IA_E1_DIA;IA_E1_MES;IA_E1_ANYO;IA_E2;IA_E3;IA_E4;IA_VALIDA;IA_APLAZADA;IA_MODIFICADA;IA_SUPERVISADA;IA_C2;IA_C2A;IA_C3;IA_C4;GRABADOR;PARTIALS;EDAD;INTERNETOT;COB_SANITARIA;FATH_OCUPAISCO08;MOTH_OCUPAISCO08;ESTUDIOS;OCUPAISCO08;RAMA;SITLAB;ISCO08R;SPESTUDIOS;OCUPASPISCO08;SPRAMA;SPSITLAB;NBCHLD_TOT;RELIGION;RECUERDO;NIVELEDU;PESODIS;PESO;PESOFIN
3462.0;2095.0;242.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;18.0;0.0;2.0;3.0;999.0;1.0;1991.0;99.0;;4.0;5.0;1.0;0.0;0.0;1.0;99.0;N.P.;4.0;1.0;5.0;8.0;5.0;4.0;5.0;1.0;4.0;2.0;3.0;3.0;3.0;1.0;4.0;2.0;4.0;4.0;1.0;2.0;4.0;6.0;2.0;1.0;1.0;3.0;3.0;2.0;2.0;2.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;3.0;3.0;2.0;3.0;3.0;10.0;3.0;1.0;1.0;6.0;3.0;2.0;182.0;70.0;3.0;3.0;1.0;1.0;1.0;9.0;9.0;9.0;9.0;;;N.P.;9.0;9.0;99.0;99.0;99.0;99.0;2.0;;228.0;2013.0;2.0;228.0;2.0;228.0;2.0;9211.0;1.0;3.0;;1.0;1.0;1.0;2.0;6.0;1.0;7.0;1.0;2.0;1.0;8.0;45.0;1.0;2.0;;3.0;9313.0;43.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;2.0;98.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;8.0;;3.0;;;;;2.0;6.0;1.0;5.0;5.0;98.0;98.0;5.0;;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;N.P.;3.0;2.0;;;2.0;;;;;;;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;16/06/2024;16.0;6.0;24.0;7.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;33.0;1.0;9.0;9.0;;1.0;9.0;3.0;1.0;9.0;8.0;;;8.0;0.0;3.0;95.0;1.0;1.00135;1.1177;3.61361
3462.0;851.0;243.0;41.0;19/05/2024;10:44:49;19/05/2024;11:09:13;1461.0;"1366;768";1.0;21.0;0.0;2.0;1.0;;1.0;2001.0;1.0;;4.0;5.0;1.0;0.0;0.0;5.0;99.0;10:47:02;3.0;5.0;4.0;2.0;4.0;1.0;4.0;4.0;3.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;4.0;3.0;2.0;2.0;3.0;4.0;5.0;2.0;1.0;3.0;2.0;4.0;2.0;2.0;4.0;4.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;3.0;3.0;3.0;4.0;6.0;3.0;10.0;1.0;1.0;5.0;5.0;2.0;2.0;176.0;78.0;2.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;1.0;;;10:57:59;3.0;2.0;4.0;4.0;6.0;3.0;1.0;21.0;;;1.0;;1.0;;1.0;2330.0;4.0;1.0;2330.0;12.0;1.0;1.0;17.0;16.0;2.0;;1.0;3.0;1.0;8.0;20.0;1.0;2.0;;3.0;3422.0;93.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;2.0;1.0;8.0;4.0;8.0;7.0;6.0;1.0;2.0;1.0;2.0;4.0;3.0;3.0;4.0;;;;;;;;1.0;2.0;1.0;;;;;;;;1972.0;1967.0;1998.0;;;;;;;;10.0;8.0;4.0;11:08:42;1.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;19.0;5.0;24.0;7.0;25.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;23.0;5.0;6.0;2.0;2.0;7.0;3.0;4.0;1.0;3.0;;;;;0.0;2.0;2.0;4.0;1.00135;1.1177;0.59101
3462.0;2150.0;246.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;11.0;0.0;2.0;1.0;;1.0;1994.0;11.0;;4.0;5.0;1.0;1.0;0.0;5.0;10.0;N.P.;4.0;4.0;5.0;5.0;2.0;2.0;4.0;1.0;1.0;1.0;3.0;3.0;1.0;4.0;1.0;3.0;3.0;5.0;1.0;5.0;5.0;3.0;4.0;2.0;1.0;3.0;4.0;4.0;5.0;1.0;5.0;5.0;3.0;2.0;3.0;3.0;1.0;3.0;1.0;3.0;3.0;1.0;1.0;5.0;5.0;98.0;4.0;2.0;6.0;4.0;2.0;2.0;174.0;998.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;9.0;9.0;;;N.P.;2.0;3.0;77.0;99.0;99.0;2.0;1.0;11.0;;;1.0;;1.0;;1.0;4110.0;5.0;1.0;3359.0;5.0;1.0;1.0;14.0;22.0;2.0;;1.0;3.0;2.0;;;2.0;9.0;;9.0;9621.0;56.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;0.0;0.0;8.0;5.0;8.0;99.0;98.0;1.0;97.0;1.0;2.0;3.0;3.0;3.0;;;;;;;;;1.0;2.0;;;;;;;;;1953.0;1966.0;;;;;;;;;77.0;97.0;2.0;N.P.;3.0;8.0;;;3.0;;;;;;;;;;;;;;;4.0;17/06/2024;17.0;6.0;24.0;1.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;29.0;5.17;2.0;4.0;3.0;6.0;9.0;4.0;5.0;13.0;;;;;99.0;1.0;97.0;4.0;1.00135;1.1177;0.98533
3462.0;806.0;247.0;41.0;18/05/2024;11:17:15;18/05/2024;11:55:12;2270.0;"384;832";1.0;41.0;0.0;2.0;3.0;148.0;2.0;1998.0;4.0;;3.0;5.0;1.0;0.0;0.0;10.0;99.0;11:18:26;3.0;4.0;4.0;2.0;5.0;3.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;4.0;4.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;5.0;3.0;4.0;9.0;3.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;5.0;5.0;6.0;1.0;2.0;4.0;6.0;3.0;2.0;165.0;65.0;2.0;1.0;4.0;2.0;1.0;3.0;1.0;2.0;2.0;;;11:39:16;3.0;2.0;4.0;98.0;99.0;8.0;2.0;;148.0;2013.0;2.0;148.0;2.0;148.0;1.0;7536.0;98.0;1.0;9329.0;98.0;2.0;1.0;12.0;2.0;2.0;;1.0;3.0;1.0;5.0;20.0;1.0;2.0;;3.0;5142.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;14.0;1.0;38.0;1.0;1.0;4221.0;79.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;1.0;0.0;0.0;0.0;2.0;3.0;7.0;98.0;7.0;7.0;5.0;5.0;;23.0;99.0;3.0;1.0;2.0;;;;;;;;;1.0;1.0;;;;;;;;;1990.0;2022.0;;;;;;;;;8.0;6.0;1.0;11:54:49;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;18.0;5.0;24.0;6.0;38.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;26.0;10.0;2.0;7.0;9.0;6.0;5.0;4.0;1.0;5.0;6.0;4.0;4.0;1.0;1.0;3.0;95.0;3.0;1.00135;1.1177;2.2674
3462.0;216.0;255.0;41.0;13/05/2024;19:50:49;13/05/2024;20:31:40;2449.0;"360;804";1.0;41.0;0.0;2.0;1.0;;2.0;1965.0;9.0;;2.0;5.0;1.0;0.0;0.0;8.0;99.0;19:53:01;3.0;3.0;5.0;5.0;5.0;4.0;4.0;2.0;5.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;5.0;2.0;4.0;4.0;5.0;3.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0;5.0;5.0;1.0;5.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;3.0;4.0;5.0;6.0;10.0;2.0;1.0;1.0;6.0;4.0;1.0;165.0;130.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;2.0;1.0;;;20:11:42;3.0;3.0;0.0;6.0;99.0;5.0;1.0;41.0;;;1.0;;1.0;;1.0;5120.0;3.0;3.0;;1.0;2.0;1.0;17.0;17.0;1.0;8.0;3.0;2.0;1.0;2.0;38.0;1.0;2.0;;3.0;4222.0;82.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;3.0;1.0;40.0;1.0;2.0;3322.0;73.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;0.0;1.0;0.0;2.0;0.0;8.0;6.0;3.0;9.0;10.0;1.0;2.0;1.0;2.0;3.0;1.0;2.0;;;;;;;;;1.0;1.0;;;;;;;;;1965.0;2001.0;;;;;;;;;77.0;77.0;3.0;20:30:25;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;13.0;5.0;24.0;1.0;41.0;4.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;58.0;8.0;6.0;5.0;;7.0;4.0;4.0;1.0;4.0;2.0;3.0;4.0;1.0;1.0;1.0;2.0;4.0;1.00135;1.1177;0.64137
3462.0;1892.0;258.0;41.0;18/06/2024;21:39:20;18/06/2024;22:38:37;1972.0;"1366;768";1.0;41.0;0.0;2.0;2.0;12.0;7.0;1989.0;3.0;;4.0;2.0;;;;;;21:41:02;7.0;5.0;1.0;1.0;5.0;1.0;5.0;5.0;5.0;3.0;5.0;1.0;5.0;3.0;1.0;3.0;5.0;4.0;4.0;1.0;1.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;4.0;5.0;4.0;3.0;4.0;3.0;4.0;1.0;2.0;2.0;2.0;7.0;7.0;5.0;1.0;1.0;6.0;6.0;1.0;2.0;189.0;72.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;2.0;2.0;0.0;;21:57:11;3.0;1.0;10.0;96.0;99.0;10.0;1.0;2.0;;;2.0;12.0;1.0;;2.0;9999.0;12.0;1.0;9999.0;10.0;6.0;9.0;15.0;30.0;2.0;;3.0;3.0;1.0;10.0;120.0;1.0;1.0;100.0;3.0;6223.0;75.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;2.0;18.0;1.0;100.0;4.0;2.0;2161.0;41.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;3.0;2.0;4.0;1.0;6.0;9.0;1.0;9.0;10.0;1.0;0.0;1.0;77.0;9.0;99.0;7.0;2.0;3.0;1.0;5.0;6.0;5.0;;;;;1.0;2.0;2.0;2.0;2.0;2.0;;;;;9999.0;9999.0;9999.0;9999.0;9999.0;9999.0;;;;;10.0;10.0;1.0;22:37:13;1.0;1.0;;;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;;;;;;;;;N.P.;18.0;6.0;24.0;2.0;33.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;35.0;;1.0;99.0;99.0;7.0;6.0;4.0;1.0;6.0;7.0;2.0;3.0;1.0;10.0;3.0;77.0;4.0;1.00135;1.1177;1.13646
3462.0;712.0;259.0;41.0;17/05/2024;9:01:14;17/05/2024;9:23:21;1325.0;"1920;1080";1.0;41.0;0.0;2.0;1.0;;2.0;1973.0;3.0;;4.0;5.0;1.0;0.0;0.0;2.0;99.0;9:02:20;3.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;1.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;3.0;2.0;2.0;5.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;4.0;4.0;2.0;3.0;2.0;2.0;2.0;3.0;1.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;3.0;1.0;2.0;6.0;3.0;2.0;166.0;63.0;2.0;3.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;;;9:11:47;3.0;2.0;7.0;3.0;4.0;7.0;1.0;41.0;;;1.0;;1.0;;1.0;1420.0;3.0;3.0;;4.0;2.0;1.0;11.0;18.0;1.0;16.0;1.0;3.0;2.0;;;1.0;2.0;;3.0;4411.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;;1.0;17.0;1.0;40.0;1.0;2.0;9998.0;84.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;1.0;1.0;0.0;3.0;1.0;6.0;5.0;4.0;3.0;5.0;1.0;97.0;1.0;2.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;1.0;2.0;;;;;;;;1973.0;2004.0;2008.0;;;;;;;;6.0;6.0;2.0;9:22:31;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;17.0;5.0;24.0;5.0;23.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;51.0;2.0;2.0;1.0;;6.0;4.0;4.0;8.0;14.0;7.0;98.0;4.0;1.0;2.0;2.0;97.0;3.0;1.00135;1.1177;1.30328
3462.0;1676.0;266.0;41.0;12/06/2024;22:54:06;12/06/2024;23:34:34;2424.0;"385;854";1.0;18.0;0.0;2.0;1.0;;1.0;1961.0;10.0;;4.0;2.0;;;;;;22:57:02;3.0;2.0;4.0;2.0;4.0;4.0;2.0;4.0;4.0;2.0;3.0;3.0;1.0;2.0;3.0;3.0;4.0;4.0;1.0;4.0;2.0;6.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;1.0;4.0;4.0;2.0;3.0;3.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;1.0;2.0;2.0;10.0;2.0;1.0;5.0;6.0;3.0;1.0;175.0;63.0;2.0;2.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;;;23:15:24;3.0;3.0;8.0;1.0;99.0;8.0;1.0;18.0;;;1.0;;1.0;;2.0;1323.0;2.0;3.0;;1.0;1.0;1.0;6.0;8.0;2.0;;1.0;3.0;1.0;8.0;50.0;1.0;2.0;;3.0;2320.0;85.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;6.0;2.0;;1.0;2.0;4110.0;46.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;;3.0;0.0;0.0;0.0;2.0;2.0;1.0;6.0;6.0;6.0;6.0;8.0;1.0;1.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;4.0;23:33:35;3.0;3.0;9.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;12.0;6.0;24.0;3.0;41.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;62.0;;2.0;1.0;;3.0;2.0;4.0;1.0;2.0;3.0;4.0;4.0;3.0;2.0;2.0;1.0;2.0;1.00135;1.1177;1.27446
3462.0;2008.0;268.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;11.0;0.0;2.0;3.0;125.0;1.0;1963.0;4.0;;4.0;5.0;1.0;0.0;0.0;5.0;99.0;N.P.;2.0;2.0;2.0;8.0;5.0;2.0;2.0;8.0;1.0;1.0;8.0;8.0;3.0;4.0;3.0;8.0;8.0;3.0;3.0;4.0;8.0;6.0;5.0;5.0;3.0;2.0;4.0;2.0;8.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;3.0;8.0;6.0;10.0;10.0;1.0;2.0;6.0;6.0;3.0;2.0;183.0;86.0;8.0;4.0;8.0;8.0;8.0;3.0;1.0;9.0;9.0;;;N.P.;2.0;1.0;98.0;6.0;99.0;10.0;2.0;;125.0;2020.0;2.0;125.0;2.0;125.0;1.0;9998.0;4.0;3.0;;4.0;1.0;1.0;2.0;998.0;1.0;17.0;1.0;3.0;2.0;;;1.0;2.0;;2.0;2149.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;98.0;2.0;;1.0;1.0;9999.0;13.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;2.0;1.0;8.0;0.0;8.0;5.0;5.0;10.0;8.0;5.0;;23.0;99.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1953.0;;;;;;;;;;8.0;2.0;5.0;N.P.;3.0;3.0;11.0;99.0;3.0;;;;;;;;;;;;;;;3.0;11/06/2024;11.0;6.0;24.0;2.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;61.0;5.0;2.0;98.0;;1.0;2.0;2.0;7.0;12.0;8.0;99.0;2.0;7.0;3.0;1.0;95.0;1.0;1.00135;1.1177;0.64896
3462.0;1380.0;269.0;41.0;03/06/2024;14:23:18;03/06/2024;14:48:50;1529.0;"385;854";1.0;18.0;0.0;2.0;1.0;;2.0;2002.0;3.0;;4.0;5.0;1.0;1.0;0.0;6.0;20.0;14:24:33;3.0;3.0;5.0;4.0;5.0;4.0;2.0;1.0;2.0;1.0;4.0;4.0;2.0;3.0;2.0;2.0;2.0;4.0;3.0;4.0;4.0;5.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;2.0;3.0;3.0;4.0;4.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;4.0;5.0;3.0;10.0;1.0;1.0;6.0;6.0;2.0;2.0;168.0;53.0;1.0;1.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;;;14:35:19;3.0;3.0;3.0;9.0;5.0;8.0;1.0;18.0;;;1.0;;1.0;;2.0;6114.0;11.0;1.0;2352.0;10.0;2.0;1.0;16.0;19.0;2.0;;1.0;3.0;3.0;;;;;;;;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;3.0;0.0;7.0;5.0;5.0;6.0;6.0;1.0;97.0;1.0;22.0;4.0;3.0;3.0;4.0;;;;;;;;1.0;2.0;1.0;;;;;;;;1959.0;1960.0;2004.0;;;;;;;;7.0;7.0;4.0;14:47:49;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;3.0;6.0;24.0;1.0;26.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;22.0;6.33;2.0;6.0;2.0;7.0;;;5.0;13.0;;;;;0.0;1.0;97.0;4.0;1.00135;1.1177;0.7169
3462.0;2048.0;271.0;41.0;22/06/2024;23:18:23;22/06/2024;23:45:18;1612.0;"390;844";1.0;41.0;0.0;2.0;1.0;;2.0;2003.0;5.0;;4.0;5.0;1.0;0.0;0.0;8.0;99.0;23:20:08;4.0;2.0;5.0;3.0;4.0;4.0;3.0;2.0;3.0;1.0;4.0;3.0;3.0;3.0;3.0;4.0;4.0;3.0;2.0;4.0;4.0;6.0;3.0;4.0;2.0;4.0;3.0;4.0;5.0;1.0;4.0;4.0;1.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;3.0;3.0;4.0;4.0;10.0;1.0;1.0;6.0;6.0;2.0;2.0;163.0;59.0;3.0;2.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;;;23:34:47;3.0;2.0;5.0;98.0;99.0;7.0;1.0;41.0;;;1.0;;1.0;;1.0;7112.0;3.0;1.0;9111.0;3.0;2.0;1.0;15.0;15.0;2.0;;1.0;3.0;3.0;;;;;;;;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;3.0;1.0;5.0;5.0;4.0;6.0;10.0;1.0;97.0;1.0;2.0;4.0;3.0;3.0;4.0;;;;;;;;1.0;2.0;1.0;;;;;;;;9999.0;9999.0;9999.0;;;;;;;;77.0;77.0;3.0;23:44:40;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;22.0;6.0;24.0;6.0;27.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;21.0;8.0;2.0;7.0;9.0;7.0;;;5.0;13.0;;;;;0.0;2.0;97.0;4.0;1.00135;1.1177;0.7169
3462.0;1898.0;276.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;11.0;0.0;2.0;1.0;;1.0;1954.0;10.0;;4.0;5.0;1.0;1.0;0.0;1.0;30.0;N.P.;3.0;2.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;3.0;2.0;4.0;4.0;5.0;3.0;3.0;2.0;3.0;4.0;2.0;4.0;2.0;4.0;4.0;2.0;1.0;1.0;1.0;1.0;3.0;4.0;2.0;2.0;2.0;1.0;3.0;2.0;3.0;2.0;1.0;2.0;6.0;3.0;2.0;167.0;89.0;2.0;3.0;3.0;2.0;4.0;3.0;1.0;9.0;9.0;;;N.P.;1.0;2.0;5.0;2.0;99.0;8.0;1.0;41.0;;;1.0;;1.0;;1.0;6121.0;1.0;3.0;;1.0;1.0;1.0;13.0;11.0;2.0;;1.0;2.0;2.0;;;1.0;2.0;;3.0;7233.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;7.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;8.0;;3.0;0.0;0.0;0.0;2.0;3.0;4.0;2.0;5.0;3.0;5.0;5.0;1.0;4.0;1.0;2.0;6.0;1.0;2.0;2.0;5.0;3.0;;;;;;2.0;2.0;2.0;2.0;1.0;;;;;;1959.0;1995.0;1998.0;1999.0;1934.0;;;;;;7.0;7.0;3.0;N.P.;3.0;4.0;8.0;99.0;3.0;;;;;;;;;;;;;;;3.0;10/06/2024;10.0;6.0;24.0;1.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;69.0;1.5;2.0;6.0;;6.0;7.0;2.0;7.0;12.0;3.0;;;8.0;2.0;3.0;4.0;4.0;1.00135;1.1177;0.79251
3462.0;1846.0;277.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;14.0;0.0;2.0;3.0;315.0;2.0;1978.0;4.0;;4.0;3.0;;;;;;N.P.;4.0;1.0;5.0;2.0;5.0;4.0;5.0;2.0;4.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;4.0;1.0;4.0;4.0;4.0;5.0;5.0;3.0;2.0;2.0;3.0;4.0;2.0;4.0;4.0;2.0;4.0;3.0;2.0;2.0;3.0;1.0;2.0;1.0;2.0;2.0;3.0;2.0;10.0;2.0;4.0;6.0;6.0;3.0;2.0;160.0;68.0;1.0;1.0;2.0;1.0;1.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;3.0;8.0;3.0;99.0;6.0;2.0;;315.0;2019.0;2.0;315.0;2.0;315.0;1.0;4110.0;12.0;1.0;5120.0;4.0;2.0;2.0;5.0;16.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;3.0;5131.0;56.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;1.0;18.0;1.0;8.0;1.0;2.0;9412.0;56.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;;;;;0.0;96.0;8.0;3.0;6.0;99.0;7.0;5.0;;2.0;96.0;4.0;1.0;5.0;5.0;;;;;;;;2.0;2.0;1.0;;;;;;;;1984.0;1965.0;1956.0;;;;;;;;2.0;97.0;1.0;N.P.;3.0;2.0;;;3.0;;;;;;;;;;;;;;;3.0;04/06/2024;4.0;6.0;24.0;2.0;;;1.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;46.0;;2.0;4.0;5.0;3.0;5.0;4.0;2.0;16.0;7.0;9.0;4.0;1.0;0.0;3.0;95.0;2.0;1.00135;1.1177;1.54264
