ESTU;REGISTRO;ID_CIS;MODE;FECHAINI;HORAINI;FECHAFIN;HORAFIN;DURACION;IDSCREEN;CCAA;PROV;MUN;TAMUNI;NACIONALIDAD;PAIS_NACIONALIDAD;SEXO;BIRTH;MES_NACIMIENTO;DECADA;URBRURAL;INTERNET;QTIME_1;QTIME_2;QTIME_3;INTERNETHH;INTERNETMM;HORA_INCIO_V;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61_1;V61_2;V61_3;V61B;V62;HORA_FIN_VISSP;UNION_1;INTPOL;LEFT_RIGHT;IDEOL_CATEG_1;IDEOL_CATEG_2;C_SATISFVIDA_24;LUGAR_NAC;PROV_NAC;PAIS_NACIMIENTO;YEAR_ARRIVAL;F_BORN;F_BORN1;M_BORN;M_BORN1;FATH_WORK;FATH_ISCO08;FATH_NAT_DEGR;MOTH_WORK;MOTH_ISCO08;MOTH_NAT_DEGR;GENDER_ID;ORIENTAC_SEXUAL;NAT_DEGR;EDUCYRS;REPETICION;EDAD_REPETICION;TIPO_COLEGIO;TIPO_COLEGIO_2;WORK_1;C_SATISFTRABAJO;WRKHRS;EMPREL;WRKSUP;NSUP;TYPORG1;ISCO08;NACE_2;MAINSTAT_M_1;MAINSTAT_M_2;MAINSTAT_M_3;MAINSTAT_M_4;MAINSTAT_M_5;MAINSTAT_M_6;MAINSTAT_M_7;MAINSTAT_M_8;MAINSTAT_M_9;MAINSTAT_M;MAINSTAT;PARTLIV;SPNAT_DEGR;SPWORK;SPWRKHRS;SPEMPREL;SPWRKSUP;SPISCO08;SPNACE_2;SPMAINST_M_1;SPMAINST_M_2;SPMAINST_M_3;SPMAINST_M_4;SPMAINST_M_5;SPMAINST_M_6;SPMAINST_M_7;SPMAINST_M_8;SPMAINST_M_9;SPMAINST_M;SPMAINST;MARITAL;NBCHLD_LS18_1;NBCHLD_LS18_2;NBCHLD_GT18_1;NBCHLD_GT18_2;CHILD_D;NAT_RELIG;ATTEND;TOPBOT;TOPBOT_PADRES;TOPBOT_HIJOS;MERIT;VOTE_LE;NAT_PRTY;NAT_ETHN_1;NAT_ETHN_2;HOMPOP_TOT;HMP_SB_1;HMP_SB_2;HMP_SB_3;HMP_SB_4;HMP_SB_5;HMP_SB_6;HMP_SB_7;HMP_SB_8;HMP_SB_9;HMP_SB_10;HMP_GD_1;HMP_GD_2;HMP_GD_3;HMP_GD_4;HMP_GD_5;HMP_GD_6;HMP_GD_7;HMP_GD_8;HMP_GD_9;HMP_GD_10;HMP_YR_1;HMP_YR_2;HMP_YR_3;HMP_YR_4;HMP_YR_5;HMP_YR_6;HMP_YR_7;HMP_YR_8;HMP_YR_9;HMP_YR_10;NAT_INC;NAT_RINC;DIFICULT_ECO;HORA_FINC;ENC1;ENC2;ENC2A_1;ENC2A_2;ENC3;ENC3A_CAWI_1;ENC3A_CAWI_2;ENC3A_CAWI_3;ENC3A_CAWI_4;ENC3A_CAWI_5;ENC3A_CAWI_96;ENC3A_CAWI_99;ENC3A_PAPEL_1;ENC3A_PAPEL_2;ENC3A_PAPEL_3;ENC3A_PAPEL_4;ENC3A_PAPEL_5;ENC3A_PAPEL_96;ENC3A_PAPEL_99;ENC4;ENC5;IA_E1_DIA;IA_E1_MES;IA_E1_ANYO;IA_E2;IA_E3;IA_E4;IA_VALIDA;IA_APLAZADA;IA_MODIFICADA;IA_SUPERVISADA;IA_C2;IA_C2A;IA_C3;IA_C4;GRABADOR;PARTIALS;EDAD;INTERNETOT;COB_SANITARIA;FATH_OCUPAISCO08;MOTH_OCUPAISCO08;ESTUDIOS;OCUPAISCO08;RAMA;SITLAB;ISCO08R;SPESTUDIOS;OCUPASPISCO08;SPRAMA;SPSITLAB;NBCHLD_TOT;RELIGION;RECUERDO;NIVELEDU;PESODIS;PESO;PESOFIN
3462.0;2264.0;3165.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;9.0;43.0;148.0;4.0;1.0;;1.0;2000.0;10.0;;2.0;5.0;1.0;0.0;0.0;2.0;99.0;N.P.;2.0;4.0;3.0;2.0;4.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;4.0;2.0;2.0;3.0;5.0;2.0;4.0;2.0;1.0;5.0;4.0;1.0;1.0;1.0;3.0;4.0;2.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;3.0;3.0;3.0;4.0;5.0;6.0;2.0;1.0;1.0;6.0;6.0;1.0;2.0;180.0;82.0;4.0;4.0;4.0;4.0;4.0;3.0;1.0;2.0;1.0;;;N.P.;1.0;3.0;10.0;98.0;99.0;10.0;1.0;43.0;;;1.0;;1.0;;2.0;3321.0;9.0;1.0;9329.0;11.0;1.0;1.0;14.0;20.0;2.0;;2.0;2.0;1.0;10.0;37.0;1.0;2.0;;2.0;3152.0;49.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;7.0;1.0;36.0;1.0;2.0;5223.0;47.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;1.0;;;;;5.0;1.0;7.0;10.0;10.0;10.0;0.0;3.0;;1.0;10.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;2003.0;;;;;;;;;;9.0;7.0;3.0;N.P.;3.0;2.0;;;3.0;;;;;;;;;;;;;;;4.0;03/07/2024;3.0;7.0;24.0;3.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;23.0;2.0;6.0;3.0;9.0;6.0;3.0;4.0;1.0;3.0;3.0;5.0;4.0;1.0;0.0;2.0;90.0;4.0;1.00078;0.87767;0.46409
3462.0;1727.0;3166.0;41.0;14/06/2024;9:59:39;14/06/2024;10:23:21;1420.0;"1920;1080";9.0;43.0;123.0;4.0;1.0;;2.0;1980.0;11.0;;3.0;5.0;1.0;0.0;0.0;2.0;99.0;10:00:52;2.0;2.0;3.0;4.0;5.0;5.0;2.0;2.0;3.0;2.0;3.0;3.0;8.0;5.0;4.0;3.0;3.0;4.0;2.0;4.0;4.0;5.0;4.0;3.0;2.0;3.0;1.0;4.0;5.0;2.0;5.0;5.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;3.0;1.0;2.0;1.0;4.0;2.0;1.0;5.0;6.0;2.0;2.0;170.0;60.0;1.0;3.0;3.0;1.0;1.0;3.0;1.0;1.0;9.0;;1.0;10:10:07;3.0;3.0;3.0;9.0;10.0;9.0;1.0;8.0;;;1.0;;1.0;;1.0;5165.0;11.0;1.0;2341.0;10.0;2.0;1.0;16.0;15.0;2.0;;1.0;3.0;1.0;8.0;6.0;1.0;2.0;;1.0;2341.0;85.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;1.0;17.0;1.0;38.0;1.0;2.0;3412.0;84.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;0.0;0.0;3.0;0.0;7.0;8.0;7.0;9.0;5.0;1.0;6.0;10.0;99.0;5.0;1.0;2.0;2.0;2.0;;;;;;;1.0;1.0;1.0;2.0;;;;;;;1975.0;2014.0;2017.0;2019.0;;;;;;;9.0;9.0;4.0;10:22:37;1.0;8.0;;;3.0;;;;;;;;;;;;;;;;N.P.;14.0;6.0;24.0;5.0;24.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;43.0;2.0;5.0;5.0;2.0;7.0;2.0;4.0;8.0;14.0;7.0;3.0;4.0;1.0;3.0;1.0;6.0;4.0;1.00078;0.87767;0.8924
3462.0;1153.0;3167.0;41.0;24/05/2024;17:56:15;24/05/2024;18:22:03;1546.0;"412;892";9.0;8.0;101.0;4.0;1.0;;1.0;1936.0;12.0;;1.0;1.0;;;;;;17:57:53;3.0;1.0;5.0;3.0;5.0;5.0;1.0;2.0;2.0;1.0;3.0;3.0;3.0;5.0;2.0;2.0;5.0;3.0;2.0;4.0;4.0;6.0;4.0;2.0;1.0;4.0;5.0;5.0;5.0;1.0;5.0;5.0;2.0;4.0;2.0;2.0;1.0;4.0;1.0;2.0;3.0;2.0;2.0;2.0;2.0;10.0;2.0;1.0;6.0;6.0;4.0;1.0;169.0;82.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;;;18:09:22;2.0;3.0;2.0;4.0;5.0;7.0;1.0;23.0;;;1.0;;1.0;;1.0;9312.0;2.0;3.0;;2.0;1.0;1.0;2.0;2.0;2.0;;1.0;3.0;2.0;;;1.0;1.0;80.0;3.0;3123.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;1.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;2.0;0.0;2.0;0.0;8.0;3.0;1.0;3.0;5.0;1.0;2.0;2.0;99.0;3.0;1.0;2.0;;;;;;;;;2.0;1.0;;;;;;;;;1942.0;1964.0;;;;;;;;;8.0;5.0;4.0;18:20:07;3.0;2.0;;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;N.P.;24.0;5.0;24.0;5.0;26.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;87.0;;2.0;9.0;;1.0;3.0;4.0;7.0;12.0;1.0;;;7.0;2.0;1.0;2.0;1.0;1.00078;0.87767;0.88319
3462.0;506.0;3168.0;41.0;15/05/2024;15:08:00;15/05/2024;15:26:58;1127.0;"393;873";9.0;8.0;187.0;4.0;1.0;;1.0;1945.0;12.0;;3.0;2.0;;;;;;15:09:34;3.0;2.0;4.0;1.0;4.0;4.0;4.0;9.0;4.0;2.0;3.0;3.0;2.0;4.0;2.0;2.0;5.0;4.0;3.0;2.0;2.0;6.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;1.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;3.0;3.0;2.0;3.0;3.0;10.0;2.0;1.0;1.0;6.0;3.0;1.0;175.0;70.0;1.0;1.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;;;15:18:19;3.0;2.0;1.0;6.0;99.0;9.0;1.0;18.0;;;1.0;;1.0;;1.0;6114.0;1.0;3.0;;1.0;1.0;1.0;3.0;998.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;3.0;7533.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;3.0;2.0;;1.0;2.0;7533.0;14.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;1.0;0.0;0.0;1.0;1.0;5.0;5.0;5.0;7.0;7.0;1.0;2.0;1.0;99.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1945.0;;;;;;;;;;2.0;2.0;4.0;15:26:13;3.0;4.0;3.0;6.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;N.P.;15.0;5.0;24.0;3.0;19.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;78.0;;2.0;6.0;;2.0;7.0;2.0;7.0;12.0;2.0;7.0;2.0;7.0;1.0;2.0;2.0;1.0;1.00078;0.87767;0.88319
3462.0;315.0;3172.0;41.0;14/05/2024;14:24:24;14/05/2024;15:00:44;2177.0;"412;823";9.0;25.0;120.0;4.0;1.0;;1.0;1984.0;4.0;;3.0;4.0;0.0;0.0;1.0;98.0;98.0;14:27:51;5.0;4.0;4.0;2.0;1.0;2.0;4.0;2.0;2.0;1.0;2.0;3.0;4.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;3.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;9.0;4.0;4.0;4.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;5.0;5.0;5.0;5.0;8.0;4.0;4.0;4.0;2.0;175.0;80.0;2.0;2.0;3.0;2.0;2.0;3.0;1.0;2.0;1.0;;;14:42:57;3.0;2.0;3.0;98.0;99.0;2.0;1.0;25.0;;;1.0;;1.0;;1.0;9999.0;98.0;1.0;9999.0;98.0;1.0;1.0;7.0;998.0;1.0;98.0;1.0;3.0;1.0;3.0;40.0;1.0;2.0;;3.0;9999.0;999.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;9.0;;;;;;;;;;;;;;;;;;;9.0;;;;;9.0;0.0;8.0;98.0;98.0;99.0;5.0;9.0;;10.0;1.0;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.0;99.0;9.0;14:57:40;8.0;8.0;;;3.0;;;;;;;;;;;;;;;;N.P.;14.0;5.0;24.0;2.0;37.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;40.0;98.0;6.0;99.0;99.0;3.0;99.0;9.0;1.0;11.0;;;;;99.0;1.0;99.0;2.0;1.00078;0.87767;1.84221
3462.0;855.0;3176.0;41.0;19/05/2024;10:57:13;19/05/2024;11:21:07;1419.0;"1440;900";9.0;43.0;148.0;4.0;1.0;;1.0;7777.0;;4.0;3.0;5.0;1.0;1.0;0.0;9.0;30.0;10:59:24;3.0;4.0;1.0;1.0;2.0;1.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;4.0;8.0;3.0;3.0;4.0;5.0;3.0;3.0;1.0;5.0;4.0;9.0;5.0;1.0;5.0;3.0;1.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;1.0;4.0;6.0;4.0;98.0;1.0;1.0;4.0;5.0;2.0;2.0;185.0;86.0;8.0;2.0;4.0;1.0;2.0;3.0;1.0;1.0;1.0;;3.0;11:09:29;1.0;2.0;10.0;99.0;99.0;7.0;1.0;8.0;;;1.0;;1.0;;1.0;9999.0;99.0;1.0;9999.0;99.0;1.0;1.0;12.0;999.0;2.0;;1.0;3.0;1.0;8.0;40.0;1.0;1.0;5.0;3.0;9999.0;999.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;3.0;;;;;;;;;;;;;;;;;;;4.0;1.0;0.0;0.0;0.0;9.0;1.0;6.0;6.0;4.0;7.0;5.0;1.0;1.0;1.0;10.0;4.0;3.0;2.0;2.0;;;;;;;;2.0;1.0;2.0;;;;;;;;9999.0;2004.0;1998.0;;;;;;;;9.0;99.0;4.0;11:20:21;3.0;8.0;;;3.0;;;;;;;;;;;;;;;;N.P.;19.0;5.0;24.0;7.0;24.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;77.0;9.5;8.0;99.0;99.0;6.0;99.0;9.0;1.0;11.0;;;;;1.0;2.0;1.0;3.0;1.00078;0.87767;1.10225
3462.0;1272.0;3177.0;41.0;29/05/2024;14:04:48;29/05/2024;14:37:29;1952.0;"393;873";9.0;8.0;15.0;4.0;1.0;;2.0;1981.0;9.0;;1.0;5.0;1.0;0.0;0.0;12.0;99.0;14:09:06;3.0;4.0;4.0;4.0;5.0;2.0;5.0;4.0;4.0;1.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;5.0;2.0;4.0;3.0;4.0;3.0;3.0;1.0;3.0;3.0;4.0;4.0;2.0;4.0;4.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;4.0;4.0;10.0;2.0;1.0;4.0;6.0;3.0;1.0;165.0;61.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;1.0;1.0;;1.0;14:23:14;3.0;1.0;7.0;98.0;99.0;8.0;1.0;8.0;;;1.0;;1.0;;1.0;7412.0;6.0;1.0;9111.0;3.0;2.0;1.0;16.0;19.0;2.0;;2.0;3.0;1.0;8.0;40.0;1.0;1.0;5.0;3.0;2421.0;70.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;13.0;1.0;40.0;1.0;2.0;7411.0;43.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;2.0;0.0;0.0;0.0;2.0;1.0;8.0;6.0;6.0;4.0;5.0;1.0;3.0;1.0;99.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;1.0;1.0;;;;;;;;1980.0;2013.0;2015.0;;;;;;;;10.0;9.0;5.0;14:37:06;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;29.0;5.0;24.0;3.0;33.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;42.0;12.0;8.0;7.0;9.0;7.0;2.0;4.0;1.0;2.0;6.0;7.0;3.0;1.0;2.0;2.0;3.0;4.0;1.00078;0.87767;0.8924
3462.0;1903.0;3179.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;9.0;8.0;101.0;4.0;1.0;;2.0;1953.0;1.0;;1.0;3.0;;;;;;N.P.;4.0;1.0;3.0;4.0;5.0;9.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;4.0;2.0;2.0;4.0;4.0;2.0;4.0;5.0;4.0;5.0;1.0;1.0;5.0;4.0;5.0;5.0;5.0;4.0;3.0;1.0;4.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;2.0;1.0;2.0;1.0;10.0;1.0;1.0;4.0;6.0;2.0;2.0;162.0;66.0;4.0;2.0;1.0;2.0;4.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;1.0;77.0;20.0;99.0;8.0;1.0;41.0;;;1.0;;1.0;;1.0;6114.0;3.0;1.0;6111.0;1.0;2.0;1.0;6.0;998.0;2.0;;1.0;1.0;2.0;;;1.0;2.0;;5.0;5152.0;96.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;98.0;2.0;;2.0;2.0;8322.0;49.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;;;;;2.0;1.0;8.0;5.0;3.0;99.0;0.0;3.0;;1.0;2.0;2.0;1.0;;;;;;;;;;1.0;;;;;;;;;;1949.0;;;;;;;;;;4.0;97.0;4.0;N.P.;3.0;3.0;99.0;99.0;2.0;;;;;;;;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;31/05/2024;31.0;5.0;24.0;5.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;71.0;;2.0;6.0;6.0;3.0;5.0;4.0;7.0;12.0;8.0;8.0;4.0;7.0;0.0;2.0;90.0;2.0;1.00078;0.87767;2.06885
3462.0;2004.0;3180.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;9.0;17.0;79.0;4.0;1.0;;2.0;1959.0;10.0;;3.0;2.0;;;;;;N.P.;3.0;3.0;4.0;3.0;5.0;3.0;2.0;3.0;3.0;2.0;4.0;3.0;3.0;3.0;2.0;3.0;5.0;3.0;2.0;4.0;4.0;6.0;2.0;1.0;1.0;5.0;5.0;8.0;8.0;3.0;3.0;2.0;1.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;98.0;1.0;1.0;5.0;4.0;3.0;1.0;165.0;68.0;8.0;2.0;3.0;2.0;8.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;2.0;77.0;98.0;99.0;7.0;1.0;30.0;;;1.0;;1.0;;1.0;5153.0;1.0;3.0;;1.0;2.0;1.0;3.0;7.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;3.0;5223.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;;1.0;3.0;2.0;;1.0;1.0;7421.0;80.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;2.0;0.0;2.0;1.0;7.0;5.0;3.0;7.0;2.0;1.0;97.0;1.0;99.0;3.0;1.0;2.0;;;;;;;;;1.0;1.0;;;;;;;;;1958.0;1985.0;;;;;;;;;3.0;3.0;3.0;N.P.;1.0;2.0;;;3.0;;;;;;;;;;;;;;;2.0;12/06/2024;12.0;6.0;24.0;3.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;64.0;;2.0;5.0;;2.0;5.0;4.0;8.0;14.0;2.0;7.0;4.0;7.0;2.0;2.0;97.0;1.0;1.00078;0.87767;0.52282
3462.0;333.0;3183.0;41.0;14/05/2024;15:38:05;14/05/2024;17:25:00;1733.0;"1920;1080";9.0;8.0;121.0;4.0;1.0;;2.0;1965.0;9.0;;3.0;5.0;1.0;0.0;0.0;8.0;99.0;15:39:48;4.0;2.0;4.0;2.0;4.0;4.0;4.0;2.0;4.0;2.0;4.0;3.0;1.0;2.0;2.0;2.0;2.0;4.0;2.0;3.0;2.0;5.0;3.0;3.0;2.0;2.0;2.0;4.0;2.0;2.0;4.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0;4.0;5.0;4.0;4.0;1.0;1.0;2.0;6.0;3.0;2.0;160.0;58.0;1.0;2.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;;1.0;15:53:06;3.0;2.0;5.0;6.0;99.0;6.0;1.0;8.0;;;1.0;;1.0;;1.0;7233.0;2.0;1.0;8153.0;2.0;2.0;1.0;13.0;13.0;2.0;;3.0;2.0;1.0;8.0;40.0;1.0;2.0;;3.0;4110.0;20.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;8.0;2.0;;1.0;2.0;9112.0;81.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;;3.0;;;;;2.0;1.0;7.0;4.0;3.0;4.0;9.0;1.0;2.0;1.0;99.0;2.0;1.0;;;;;;;;;;1.0;;;;;;;;;;1958.0;;;;;;;;;;4.0;4.0;3.0;17:24:19;3.0;3.0;2.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;14.0;5.0;24.0;2.0;29.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;58.0;8.0;8.0;7.0;8.0;6.0;4.0;2.0;1.0;4.0;4.0;9.0;4.0;3.0;0.0;2.0;2.0;4.0;1.00078;0.87767;0.50363
3462.0;362.0;3187.0;41.0;14/05/2024;18:09:18;14/05/2024;18:49:21;2385.0;"375;812";9.0;17.0;79.0;4.0;1.0;;1.0;1941.0;5.0;;3.0;5.0;1.0;0.0;0.0;2.0;99.0;18:11:18;2.0;2.0;5.0;1.0;5.0;5.0;3.0;4.0;4.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;4.0;5.0;1.0;5.0;5.0;5.0;2.0;1.0;1.0;3.0;5.0;5.0;5.0;1.0;5.0;5.0;3.0;4.0;2.0;1.0;2.0;5.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;10.0;2.0;1.0;4.0;6.0;4.0;1.0;170.0;62.0;2.0;2.0;3.0;2.0;2.0;3.0;1.0;1.0;2.0;;1.0;18:29:27;3.0;2.0;6.0;8.0;2.0;9.0;1.0;8.0;;;1.0;;1.0;;2.0;2211.0;12.0;1.0;2221.0;10.0;1.0;1.0;17.0;19.0;2.0;;3.0;1.0;2.0;;;3.0;1.0;4.0;3.0;2212.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;8.0;2.0;;1.0;1.0;2221.0;86.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;2.0;0.0;3.0;1.0;5.0;7.0;6.0;6.0;2.0;1.0;7.0;10.0;99.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1952.0;;;;;;;;;;7.0;7.0;4.0;18:48:40;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;14.0;5.0;24.0;2.0;40.0;3.0;1.0;0.0;1.0;0.0;1.0;;;0.0;1.0;1.0;83.0;2.0;5.0;2.0;2.0;7.0;2.0;4.0;7.0;12.0;4.0;2.0;4.0;7.0;2.0;2.0;7.0;4.0;1.00078;0.87767;0.6304
3462.0;1858.0;3189.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;9.0;8.0;15.0;4.0;1.0;;2.0;1980.0;3.0;;3.0;5.0;1.0;1.0;0.0;4.0;30.0;N.P.;3.0;4.0;4.0;2.0;5.0;3.0;4.0;3.0;3.0;8.0;8.0;3.0;8.0;4.0;4.0;8.0;4.0;8.0;4.0;8.0;8.0;4.0;3.0;3.0;1.0;3.0;2.0;3.0;3.0;3.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;2.0;4.0;6.0;2.0;4.0;2.0;1.0;6.0;3.0;2.0;165.0;55.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;2.0;99.0;99.0;99.0;7.0;1.0;8.0;;;1.0;;1.0;;1.0;9329.0;1.0;3.0;;3.0;2.0;1.0;6.0;13.0;2.0;;2.0;2.0;1.0;7.0;29.0;1.0;2.0;;3.0;5141.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;1.0;6.0;1.0;998.0;1.0;2.0;8331.0;49.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;2.0;0.0;0.0;0.0;3.0;1.0;8.0;5.0;8.0;98.0;5.0;3.0;;1.0;99.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;1.0;1.0;;;;;;;;1977.0;2009.0;2017.0;;;;;;;;7.0;2.0;2.0;N.P.;3.0;2.0;;;3.0;;;;;;;;;;;;;;;5.0;05/06/2024;5.0;6.0;24.0;3.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;44.0;4.5;2.0;9.0;;3.0;5.0;4.0;8.0;14.0;3.0;8.0;4.0;1.0;2.0;2.0;90.0;2.0;1.00078;0.87767;0.89739
